,BIOGRAPHICAL INFORMATION,,,,,,,,,,,,,,TEST SCORES,,,,,,,,,,,,,,,OUTPUT
614,SiP,16,OCT,Y7,A,E,88.96,88.17,Y14,Y16,X,G,73.89,Y20,58.49056604,71.97452229,67.27272727,75.4601227,49.01639344,68.86227545,73.18435754,56.06936416,80.35714286,84.17266187,86.20689655,79.5620438,52.72727273,69.62025316,55.17241379,BP
615,VhV,11,JAN,Y7,A,B,71.6,81.6,Y14,Y16,X,J,72.48,Y20,37.73584906,60.50955414,63.63636364,59.50920245,16.39344262,53.29341317,38.54748603,52.60115607,53.57142857,78.41726619,55.86206897,73.72262774,61.81818182,74.6835443,62.06896552,BP
617,JeO,21,MAY,Y7,B,E,79.2,81.3,Y14,Y16,X,G,74.2,Y20,49.05660377,73.24840764,62.42424242,66.87116564,60.6557377,61.67664671,74.30167598,54.9132948,100,89.92805755,91.72413793,92.70072993,65.45454545,69.62025316,73.56321839,BP
618,SaK,16,FEB,Y8,B,P,79.8,72.8,Y14,Y16,X,G,74.67,Y20,37.73584906,57.96178344,60,63.19018405,39.3442623,52.09580838,54.18994413,63.00578035,10.71428571,23.74100719,65.51724138,45.98540146,70.90909091,79.74683544,41.37931034,LP
619,SiS,19,MAY,Y8,B,E,96,91.66,Y14,Y16,X,J,74.79,Y20,69.81132075,84.7133758,72.12121212,81.59509202,45.90163934,60.47904192,62.01117318,61.84971098,57.14285714,65.4676259,73.79310345,75.18248175,74.54545455,79.74683544,55.17241379,MD
622,AaR,12,JUN,Y7,A,E,92.48,95,Y14,Y16,X,G,76.28,Y20,62.26415094,61.78343949,78.18181818,73.00613497,81.80327869,86.82634731,86.59217877,94.21965318,100,95.68345324,97.24137931,85.40145985,87.27272727,92.40506329,80.45977011,LP
624,AaJ,12,DEC,Y7,B,B,88.6,87.1,Y14,Y16,X,G,78.4,Y20,94.33962264,87.2611465,96.36363636,77.91411043,MD,58.08383234,81.00558659,76.87861272,78.57142857,82.73381295,79.31034483,86.86131387,74.54545455,54.43037975,68.96551724,BP
627,MrK,12,JUL,Y7,A,E,80.6,85,Y14,Y16,X,J,63.92,Y20,50.94339623,59.23566879,61.21212121,74.23312883,16.39344262,48.50299401,50.83798883,63.00578035,62.5,79.85611511,68.27586207,72.26277372,47.27272727,64.55696203,50.57471264,MP
628,MaN,12,APR,Y8,B,E,86.24,94.5,Y14,Y16,X,J,71.27,Y20,73.39622642,65.60509554,58.78787879,80.36809816,26.2295082,47.30538922,47.48603352,64.16184971,46.42857143,59.71223022,58.62068966,70.80291971,58.18181818,74.6835443,48.27586207,BP
629,MaV,12,FEB,Y6,B,H,84.8,71.4,Y13,Y15,X,G,63.9,Y20,54.71698113,71.97452229,70.90909091,66.87116564,40.81967213,56.88622754,73.18435754,66.47398844,51.78571429,69.78417266,53.10344828,82.48175182,38.18181818,67.08860759,36.7816092,LP
632,KlA,12,APR,Y7,B,E,63,74.66,Y13,Y16,X,J,68.33,Y20,39.62264151,63.05732484,52.72727273,69.32515337,30.98360656,50.89820359,57.54189944,52.60115607,44.64285714,56.83453237,55.86206897,75.18248175,67.27272727,77.21518987,62.06896552,LP
633,KkD,14,NOV,Y7,A,E,92.8,92.16,Y14,Y16,X,J,74.35,Y20,69.81132075,85.98726115,72.12121212,87.73006135,57.37704918,76.04790419,67.59776536,75.72254335,78.57142857,78.41726619,82.06896552,89.7810219,65.27272727,89.87341772,78.16091954,MD
637,JhP,15,DEC,Y6,A,I,91.2,89.5,Y14,Y16,X,J,73,Y20,67.9245283,79.61783439,69.6969697,81.59509202,78.68852459,86.82634731,62.01117318,84.97109827,87.5,82.73381295,91.72413793,86.86131387,67.27272727,67.08860759,78.16091954,BP
639,MdS,16,MAR,Y7,A,E,79.84,80.83,Y14,Y16,X,J,70.55,Y20,37.73584906,54.14012739,58.78787879,69.32515337,22.95081967,53.29341317,43.01675978,57.22543353,46.42857143,62.58992806,61.37931034,67.88321168,43.63636364,46.83544304,66.66666667,LP
641,GvP,10,SEP,Y5,A,C,69.6,71,Y11,Y13,W,F,75,Y20,49.05660377,73.24840764,62.42424242,65.64417178,60.6557377,76.04790419,64.24581006,66.47398844,66.07142857,74.10071942,73.79310345,79.5620438,52.72727273,46.83544304,59.77011494,BP
642,GvR,18,DEC,Y7,A,B,86.2,86.18,Y13,Y15,X,J,71.3,Y20,45.28301887,71.97452229,76.96969697,61.96319018,47.37704918,65.26946108,67.59776536,67.6300578,69.64285714,78.41726619,68.27586207,89.7810219,85.27272727,89.87341772,82.75862069,MP
645,VlK,14,OCT,Y7,A,E,88.16,86.5,Y14,Y16,X,G,71.64,Y20,22.64150943,47.77070064,51.51515152,59.50920245,37.70491803,60.47904192,57.54189944,59.53757225,71.42857143,92.8057554,65.51724138,82.48175182,58.18181818,72.15189873,48.27586207,BP
647,SnP,11,DEC,Y7,A,E,67.04,80,Y14,Y16,X,J,63.13,Y20,43.39622642,64.33121019,62.42424242,68.09815951,11.31147541,58.08383234,49.72067039,51.44508671,57.14285714,71.22302158,60,82.48175182,60,67.08860759,57.47126437,BP
652,SiU,15,APR,Y6,A,C,78.33,86.8,Y12,Y14,W,F,70.12,Y20,41.50943396,61.78343949,50.3030303,71.7791411,68.85245902,77.24550898,73.18435754,79.19075145,66.07142857,82.73381295,65.51724138,79.5620438,78.18181818,79.74683544,75.86206897,BP
654,SsR,11,JAN,Y6,A,E,93.92,81,Y13,Y15,X,J,65.06,Y20,60.37735849,78.34394904,73.33333333,66.87116564,39.3442623,61.67664671,53.0726257,60.69364162,60.71428571,74.10071942,83.44827586,63.50364964,87.27272727,72.15189873,73.56321839,MP
655,AhM,13,SEP,Y7,A,N,80.33,88.8,Y14,Y16,X,J,73.6,Y20,96.22641509,89.8089172,97.57575758,74.23312883,MD,85.62874251,55.30726257,80.34682081,78.57142857,89.92805755,79.31034483,72.26277372,98.18181818,92.40506329,82.75862069,BP
656,RaM,15,MAR,Y8,B,E,84.2,93,Y14,Y16,X,G,75.2,Y20,45.28301887,83.43949045,64.84848485,64.41717791,60.6557377,64.07185629,74.30167598,75.72254335,53.57142857,78.41726619,62.75862069,69.34306569,74.54545455,62.02531646,52.87356322,BP
658,EnS,20,NOV,Y6,B,X,68.2,69.4,Y13,Y15,X,G,64.56,Y20,39.62264151,59.23566879,64.84848485,63.19018405,29.50819672,56.88622754,48.60335196,54.9132948,35.71428571,51.07913669,62.75862069,66.42335766,58.18181818,72.15189873,59.77011494,LP
660,MhK,11,MAY,Y7,A,E,81,82.16,Y14,Y16,X,G,63.92,Y20,81.13207547,93.63057325,86.66666667,57.05521472,55.73770492,74.8502994,55.30726257,53.75722543,85.71428571,78.41726619,87.5862069,88.32116788,74.54545455,82.27848101,75.86206897,BP
667,SuS,12,JAN,Y8,B,E,84.6,86,Y14,Y16,X,B,68.29,Y20,47.16981132,60.50955414,63.63636364,70.55214724,36.06557377,76.04790419,48.60335196,53.75722543,53.57142857,65.4676259,65.51724138,78.10218978,65.45454545,54.43037975,66.66666667,MD
668,RaA,15,OCT,Y7,B,E,89.33,86.5,Y14,Y17,X,G,73.16,Y20,54.71698113,77.07006369,66.06060606,66.87116564,59.01639344,65.26946108,73.18435754,69.94219653,66.07142857,78.41726619,77.93103448,66.42335766,72.72727273,74.6835443,52.87356322,BP
669,AiS,13,JAN,Y8,B,E,90.72,81.33,Y14,Y16,X,G,70,Y20,47.16981132,66.87898089,60,70.55214724,37.70491803,52.09580838,67.59776536,61.84971098,37.5,71.22302158,53.10344828,50.3649635,45.45454545,77.21518987,32.18390805,MP
672,MaT,12,APR,Y8,B,E,91.2,91.5,Y14,Y16,X,G,77.69,Y20,58.49056604,74.52229299,76.96969697,50.9202454,29.50819672,60.47904192,51.95530726,53.75722543,96.42857143,88.48920863,91.72413793,89.7810219,65.45454545,82.27848101,68.96551724,MD
677,RaM,14,SEP,Y7,B,B,86,72.5,Y14,Y16,X,G,60.51,Y20,71.50943396,89.8089172,61.21212121,80.36809816,49.01639344,66.46706587,55.30726257,58.38150289,58.92857143,64.02877698,66.89655172,83.94160584,67.09090909,69.62025316,57.47126437,BP
678,NaP,14,JAN,Y8,B,A,91.8,95.25,Y14,Y16,X,G,80.79,Y20,66.03773585,78.34394904,56.36363636,80.36809816,49.18032787,65.26946108,63.12849162,75.72254335,58.92857143,74.10071942,77.93103448,64.96350365,83.63636364,94.93670886,71.26436782,BP
684,KrG,10,DEC,Y7,A,L,88.4,84.83,Y13,Y15,X,J,76.9,Y20,43.20754717,73.24840764,66.06060606,59.50920245,52.45901639,67.66467066,64.24581006,60.69364162,50,69.78417266,58.62068966,73.72262774,78.18181818,92.40506329,62.06896552,BP
685,DaJ,17,MAR,Y8,B,E,82.16,89.66,Y14,Y16,X,G,76.97,Y20,48.86792453,77.07006369,70.90909091,61.96319018,37.70491803,68.86227545,51.95530726,58.38150289,57.14285714,58.27338129,73.79310345,81.02189781,52.72727273,59.49367089,48.27586207,MD
688,DaP,11,NOV,Y9,B,E,92.8,90.16,Y14,Y16,X,G,72.8,Y20,33.96226415,57.96178344,66.06060606,55.82822086,55.73770492,72.45508982,67.59776536,53.75722543,62.5,74.10071942,77.93103448,69.34306569,61.81818182,94.93670886,64.36781609,LP
689,SiP,12,OCT,Y7,B,E,88,90,Y14,Y16,X,G,81.84,Y20,47.16981132,61.78343949,61.21212121,73.00613497,52.45901639,67.66467066,60.89385475,75.72254335,76.78571429,84.17266187,79.31034483,83.94160584,70.90909091,84.81012658,71.26436782,BP
692,RaT,12,SEP,Y7,B,A,81.18,86.91,Y14,Y16,X,G,79.7,Y20,56.60377358,64.33121019,69.6969697,77.91411043,22.95081967,56.88622754,44.13407821,57.22543353,50,61.15107914,66.89655172,69.34306569,67.27272727,79.74683544,66.66666667,LP
693,LiS,18,MAY,Y6,B,E,88.96,85,Y13,Y16,X,G,71.42,Y20,13.20754717,66.87898089,52.72727273,49.69325153,39.3442623,71.25748503,60.89385475,50.28901734,37.5,55.39568345,61.37931034,59.12408759,27.27272727,84.81012658,16.09195402,MD
697,SaR,14,APR,Y8,B,E,79.33,82.5,Y14,Y16,X,G,70.22,Y20,62.26415094,88.53503185,69.6969697,79.14110429,36.06557377,54.49101796,62.01117318,58.38150289,57.14285714,71.22302158,68.27586207,72.26277372,56.36363636,44.30379747,71.26436782,BP
699,JiR,16,SEP,Y7,B,E,88.32,88.17,Y14,Y16,X,J,73.95,Y20,66.03773585,83.43949045,66.06060606,82.82208589,42.62295082,56.88622754,69.83240223,58.38150289,69.64285714,79.85611511,71.03448276,79.5620438,61.81818182,69.62025316,50.57471264,BP
700,StB,12,NOV,Y7,A,A,86.8,81,Y14,Y16,X,J,75.58,Y20,100,89.8089172,100,61.96319018,50.81967213,68.86227545,66.48044693,60.69364162,48.21428571,78.41726619,61.37931034,57.66423358,63.63636364,49.36708861,66.66666667,LP
705,VnR,18,APR,Y8,A,A,94.2,95.33,Y14,Y16,X,G,83.82,Y20,39.62264151,69.42675159,63.63636364,57.05521472,34.26229508,44.91017964,56.42458101,65.31791908,60.71428571,69.78417266,77.93103448,70.80291971,52.72727273,59.49367089,48.27586207,BP
708,SiV,13,JUN,Y7,B,L,81.33,65.5,Y13,Y15,X,G,67.8,Y20,75.47169811,75.79617834,85.45454545,63.19018405,55.73770492,74.8502994,59.77653631,76.87861272,83.92857143,82.73381295,83.44827586,88.32116788,92.72727273,79.74683544,57.47126437,BP
712,AhV,11,AUG,Y7,A,E,88.32,87.5,Y14,Y16,X,J,73.2,Y20,49.05660377,68.15286624,60,68.09815951,47.54098361,74.8502994,57.54189944,57.22543353,75,81.29496403,79.31034483,78.10218978,78.18181818,79.74683544,75.86206897,BP
713,GaJ,17,APR,Y8,A,E,83.04,80,Y14,Y16,X,K,64.5,Y20,28.30188679,63.05732484,57.57575758,54.60122699,26.2295082,58.08383234,46.36871508,56.06936416,42.85714286,68.34532374,57.24137931,60.58394161,54.54545455,79.74683544,39.08045977,LP
714,SaS,10,MAY,Y8,B,I,78.6,65,Y14,Y16,X,J,73.46,Y20,64.1509434,92.3566879,78.18181818,58.28220859,34.26229508,56.88622754,69.83240223,65.31791908,62.32142857,85.61151079,73.79310345,81.02189781,65.27272727,72.15189873,80.45977011,LP
717,NlN,13,AUG,Y6,A,L,86,65.25,Y13,Y15,X,G,70.88,Y20,58.49056604,75.79617834,80.60606061,69.32515337,55.73770492,60.47904192,74.30167598,80.34682081,58.92857143,69.78417266,75.17241379,69.34306569,69.09090909,59.49367089,75.86206897,BP
718,NaH,11,FEB,Y8,B,E,81.2,65.33,Y14,Y16,X,G,69.85,Y20,73.58490566,68.15286624,84.24242424,64.41717791,22.95081967,74.8502994,51.95530726,56.06936416,46.42857143,76.97841727,54.48275862,60.58394161,47.27272727,56.96202532,41.37931034,MP
722,AiC,17,MAR,Y7,B,E,81,84.5,Y14,Y16,X,J,67.8,Y20,56.60377358,82.1656051,67.27272727,75.4601227,44.26229508,62.8742515,62.01117318,66.47398844,55.35714286,72.6618705,72.4137931,64.96350365,81.81818182,77.21518987,68.96551724,BP
724,VaP,12,JAN,Y8,A,E,84.48,85.66,Y14,Y16,X,G,64.32,Y20,30.18867925,50.31847134,72.12121212,58.28220859,40.98360656,58.08383234,60.89385475,63.00578035,73.21428571,88.48920863,76.55172414,75.18248175,54.54545455,74.6835443,36.7816092,MP
725,SaR,11,MAY,Y8,B,E,79.68,89.5,Y14,Y16,X,G,77.2,Y20,49.05660377,68.15286624,69.6969697,65.64417178,50.81967213,70.05988024,49.72067039,57.22543353,80.35714286,79.85611511,86.20689655,88.32116788,58.18181818,84.81012658,52.87356322,BP
727,RiD,11,JUL,Y7,B,E,85.6,75.5,Y14,Y17,X,G,71.26,Y20,35.8490566,59.23566879,63.63636364,61.96319018,47.37704918,77.24550898,54.18994413,64.16184971,62.5,65.4676259,72.4137931,81.02189781,36.36363636,54.43037975,34.48275862,MP
728,PhM,18,MAY,Y8,A,E,80,79.5,Y14,Y16,X,J,76,Y20,47.16981132,65.60509554,63.63636364,66.87116564,26.2295082,52.09580838,44.13407821,73.41040462,75,72.6618705,88.96551724,67.88321168,74.54545455,64.55696203,66.66666667,BP
732,MrS,15,NOV,Y7,A,E,72.8,67.52,Y14,Y17,X,J,64.68,Y20,0,52.86624204,50.3030303,44.78527607,0,35.32934132,39.66480447,59.53757225,53.57142857,75.53956835,77.93103448,56.20437956,38,77.21518987,48.27586207,MP
733,SaM,13,DEC,Y7,B,E,92,82.33,Y14,Y16,X,J,70.3,Y20,39.62264151,74.52229299,67.27272727,53.37423313,19.67213115,49.7005988,47.48603352,54.9132948,69.64285714,81.29496403,76.55172414,79.5620438,54.54545455,74.6835443,27.5862069,MP
735,TiM,19,MAY,Y8,B,E,84.96,76,Y14,Y16,X,G,74.6,Y20,60.37735849,68.15286624,73.33333333,71.7791411,44.26229508,55.68862275,56.42458101,64.16184971,80.35714286,87.05035971,83.44827586,78.10218978,63.63636364,77.21518987,57.47126437,LP
737,KkA,12,NOV,Y7,A,E,87.84,92,Y14,Y16,X,G,66.19,Y20,75.47169811,78.34394904,84.24242424,80.36809816,32.62295082,46.10778443,62.01117318,53.75722543,53.57142857,69.78417266,61.37931034,75.18248175,58.18181818,64.55696203,36.7816092,MP
738,KnB,11,MAR,Y7,A,C,88,93.8,Y14,Y16,X,J,73,Y20,50.94339623,75.79617834,66.06060606,63.19018405,31.14754098,60.47904192,50.83798883,49.13294798,39.28571429,55.39568345,64.13793103,62.04379562,50.90909091,51.89873418,48.27586207,MP
740,DrB,12,JUL,Y8,A,C,87.16,96.2,Y14,Y16,X,J,89.87,Y20,52.83018868,54.14012739,66.06060606,79.14110429,49.18032787,74.8502994,72.06703911,58.38150289,67.85714286,78.41726619,82.06896552,66.42335766,65.27272727,74.6835443,73.56321839,BP
741,SlK,10,MAY,Y8,A,C,87,90.1,Y14,Y16,X,G,73.24,Y20,16.98113208,73.24840764,57.57575758,46.01226994,39.3442623,70.05988024,56.42458101,54.9132948,44.64285714,55.39568345,76.55172414,59.12408759,32.72727273,69.62025316,9.195402299,BP
743,VdK,10,JAN,Y8,A,C,85.83,96.5,Y14,Y16,X,G,86.52,Y20,39.62264151,69.42675159,62.42424242,60.73619632,67.21311475,79.64071856,56.42458101,79.19075145,78.57142857,85.61151079,76.55172414,69.34306569,69.09090909,89.87341772,48.27586207,BP
744,JiK,10,APR,Y4,B,M,70.33,62.8,Y12,Y14,W,F,79.69,Y20,24.52830189,56.68789809,55.15151515,60.73619632,21.31147541,55.68862275,40.78212291,56.06936416,60.71428571,74.10071942,64.13793103,82.48175182,60,79.74683544,36.7816092,BP
747,SaI,13,JUL,Y7,B,M,91.7,85.6,Y14,Y16,X,G,83.72,Y20,66.03773585,78.34394904,79.39393939,57.05521472,50.81967213,67.66467066,62.01117318,64.16184971,80.35714286,85.61151079,82.06896552,81.02189781,41.81818182,62.02531646,22.98850575,BP
749,RuN,10,DEC,Y7,B,N,85.2,75,Y14,Y16,X,G,69.5,Y20,58.49056604,79.61783439,64.84848485,71.7791411,62.29508197,61.67664671,68.7150838,76.87861272,57.14285714,71.22302158,69.65517241,69.34306569,76.36363636,84.81012658,78.16091954,LP
751,VyS,11,JUN,Y6,A,C,86.5,88.7,Y13,Y15,X,G,75.33,Y20,58.49056604,69.42675159,74.54545455,65.64417178,52.45901639,67.66467066,66.48044693,60.69364162,71.42857143,71.22302158,80.68965517,82.48175182,61.81818182,79.74683544,66.66666667,BP
752,KrG,11,MAR,Y8,A,M,79.67,80.8,Y14,Y16,X,J,74.5,Y20,54.71698113,88.53503185,60,68.09815951,57.37704918,68.86227545,74.30167598,76.87861272,71.42857143,82.73381295,77.93103448,75.18248175,65.45454545,82.27848101,45.97701149,BP
753,RaK,16,AUG,Y8,A,C,89.67,97.2,Y14,Y16,X,G,89.25,Y20,32.0754717,50.31847134,55.15151515,64.41717791,44.26229508,61.67664671,65.36312849,57.22543353,62.5,74.10071942,68.27586207,78.10218978,54.54545455,87.34177215,34.48275862,BP
758,MdM,20,DEC,Y7,A,N,83.2,86.83,Y14,Y16,X,G,62.32,Y20,67.9245283,77.07006369,78.18181818,71.7791411,44.09836066,68.86227545,72.06703911,56.06936416,44.64285714,71.22302158,53.10344828,66.42335766,72.72727273,87.34177215,66.66666667,MP
760,NhB,14,JAN,Y7,A,M,78.6,79.6,Y13,Y15,X,J,72.8,Y20,47.16981132,66.87898089,72.12121212,64.41717791,62.29508197,76.04790419,74.30167598,71.0982659,75,71.22302158,95.86206897,69.34306569,63.63636364,84.81012658,55.17241379,BP
761,SlJ,10,NOV,Y7,B,M,76,71.4,Y14,Y16,X,J,74.02,Y20,37.73584906,70.70063694,58.78787879,58.28220859,31.14754098,55.68862275,54.18994413,52.60115607,37.5,56.83453237,58.62068966,59.12408759,58.18181818,72.15189873,48.27586207,MP
763,RnM,14,SEP,Y7,A,N,76,83,Y14,Y16,X,J,68,Y20,39.62264151,61.78343949,69.6969697,58.28220859,44.26229508,60.47904192,62.01117318,69.94219653,57.14285714,76.97841727,44.82758621,86.86131387,80,82.27848101,66.66666667,BP
764,SaR,11,MAY,Y6,B,N,83,72,Y13,Y15,X,G,71.2,Y20,50.94339623,78.34394904,62.42424242,68.09815951,47.54098361,61.67664671,62.01117318,52.60115607,39.28571429,56.83453237,42.06896552,76.64233577,63.63636364,59.49367089,66.66666667,MP
765,SyA,18,JAN,Y7,A,N,67.2,74,Y13,Y15,X,J,64.44,Y20,35.8490566,68.15286624,80.60606061,49.69325153,47.54098361,54.49101796,64.24581006,54.9132948,60.71428571,76.97841727,68.27586207,73.72262774,58.18181818,89.87341772,48.27586207,MD
766,RlK,9,AUG,Y8,B,M,81.2,78.8,Y14,Y16,X,G,75.52,Y20,32.0754717,54.14012739,60,60.73619632,24.59016393,53.29341317,47.48603352,51.44508671,55.35714286,53.95683453,80.68965517,75.18248175,58.18181818,79.74683544,68.96551724,BP
767,StK,11,OCT,Y7,A,N,70.4,65.67,Y14,Y16,X,G,58.46,Y20,49.05660377,61.78343949,64.84848485,70.55214724,29.50819672,38.92215569,62.01117318,52.60115607,23.21428571,41.00719424,54.48275862,59.12408759,60,74.6835443,48.27586207,LP
768,PnA,13,JUL,Y8,A,M,90.4,86.8,Y14,Y16,X,G,79.35,Y20,64.1509434,66.87898089,75.75757576,65.64417178,59.01639344,76.04790419,73.18435754,66.47398844,87.5,98.56115108,79.31034483,83.94160584,81.81818182,56.96202532,75.86206897,BP
772,VyP,11,APR,Y7,A,M,72.6,68.6,Y13,Y15,X,G,73,Y20,31.88679245,60.50955414,47.87878788,75.4601227,55.73770492,74.8502994,67.59776536,63.00578035,28.57142857,42.44604317,65.51724138,59.12408759,63.63636364,84.81012658,62.06896552,BP
773,RtN,13,JUL,Y7,A,M,71.2,75.6,Y12,Y14,X,G,61.09,Y20,28.30188679,73.24840764,57.57575758,53.37423313,50.81967213,66.46706587,53.0726257,73.41040462,76.78571429,79.85611511,90.34482759,67.88321168,58.18181818,54.43037975,73.56321839,BP
774,MiP,16,SEP,Y7,B,M,92.6,93.25,Y13,Y15,X,G,81.06,Y20,56.60377358,82.1656051,55.15151515,74.23312883,57.37704918,68.86227545,68.7150838,68.78612717,60.71428571,78.41726619,71.03448276,66.42335766,78.18181818,89.87341772,71.26436782,BP
775,HaS,15,SEP,Y3,B,M,73.84,61,Y10,Y15,W,F,78.75,Y20,49.05660377,77.07006369,58.78787879,65.64417178,32.78688525,64.07185629,45.25139665,60.69364162,53.57142857,69.78417266,66.89655172,70.80291971,56.36363636,67.08860759,62.06896552,BP
777,GaS,14,SEP,Y6,B,M,87.17,83,Y13,Y15,X,J,75.2,Y20,69.81132075,70.70063694,52.72727273,90.18404908,73.7704918,85.62874251,56.42458101,58.38150289,55.35714286,74.10071942,60,86.86131387,76.36363636,51.89873418,78.16091954,BP
779,RnS,11,JAN,Y7,A,C,81,93,Y14,Y16,X,G,72.18,Y20,35.8490566,66.87898089,57.57575758,58.28220859,29.50819672,66.46706587,51.95530726,52.60115607,58.92857143,87.05035971,65.51724138,63.50364964,63.63636364,84.81012658,75.86206897,BP
782,ShB,14,APR,Y7,A,E,87.04,83.83,Y14,Y16,X,G,76.74,Y20,47.16981132,91.08280255,73.33333333,59.50920245,63.93442623,66.46706587,74.30167598,74.56647399,92.85714286,100,76.55172414,89.7810219,76.36363636,89.87341772,59.77011494,BP
784,StM,11,SEP,Y6,A,N,78.4,80.83,Y14,Y16,X,G,62.8,Y20,49.05660377,56.68789809,74.54545455,69.32515337,65.57377049,80.83832335,57.54189944,67.6300578,64.28571429,75.53956835,68.27586207,82.48175182,87.27272727,67.08860759,73.56321839,BP
785,DyC,17,FEB,Y8,A,N,88.13,91.5,Y14,Y16,X,G,67.45,Y20,66.03773585,74.52229299,58.78787879,70.55214724,62.29508197,88.0239521,73.18435754,79.19075145,82.14285714,81.29496403,83.44827586,89.7810219,89.09090909,84.81012658,82.75862069,BP
789,KaJ,16,OCT,Y7,A,M,70.8,74,Y13,Y15,X,G,67.7,Y20,37.73584906,54.14012739,55.15151515,68.09815951,80.32786885,88.0239521,86.59217877,87.28323699,76.78571429,81.29496403,86.20689655,78.10218978,67.27272727,92.40506329,62.06896552,BP
790,BdS,17,SEP,Y6,A,M,65,62.4,Y12,Y14,X,G,68.44,Y20,49.05660377,70.70063694,55.15151515,79.14110429,52.45901639,68.86227545,67.59776536,72.25433526,62.5,74.10071942,69.65517241,76.64233577,74.54545455,84.81012658,68.96551724,MD
792,MlK,10,OCT,Y7,A,M,85.4,85.6,Y14,Y16,X,J,73.69,Y20,37.73584906,73.24840764,56.36363636,59.50920245,73.7704918,80.83832335,79.88826816,83.8150289,42.85714286,69.78417266,61.37931034,59.12408759,63.63636364,82.27848101,39.08045977,BP
794,AhH,14,DEC,Y8,A,M,63.4,81.6,Y13,Y15,X,G,73.91,Y20,56.60377358,71.97452229,64.84848485,73.00613497,72.13114754,83.23353293,64.24581006,80.34682081,73.21428571,81.29496403,68.27586207,83.94160584,69.09090909,51.89873418,71.26436782,BP
795,SaS,11,MAY,Y7,B,M,71,77,Y13,Y15,X,G,71.9,Y20,20.75471698,55.41401274,61.21212121,46.01226994,29.50819672,49.7005988,62.01117318,53.75722543,51.78571429,64.02877698,76.55172414,62.04379562,89.09090909,77.21518987,73.56321839,BP
800,FaS,17,MAY,Y7,B,N,80.4,79.5,Y14,Y16,X,J,66.63,Y20,81.13207547,80.89171975,87.87878788,80.36809816,49.01639344,66.46706587,66.48044693,56.06936416,46.42857143,79.85611511,64.13793103,56.20437956,87.27272727,84.81012658,50.57471264,BP
801,HdT,13,MAY,Y5,A,M,82.3,80.2,Y12,Y14,X,J,74.96,Y20,81.13207547,91.08280255,60,91.41104294,62.29508197,77.24550898,83.24022346,81.50289017,66.07142857,65.4676259,71.03448276,89.7810219,92.72727273,89.87341772,80.45977011,MP
802,CaS,21,NOV,Y7,B,N,89.06,75.67,Y14,Y16,X,J,56.41,Y20,33.96226415,69.42675159,53.93939394,59.50920245,47.37704918,67.66467066,56.42458101,65.31791908,28.57142857,49.64028777,46.20689655,60.58394161,36.36363636,62.02531646,43.67816092,LP
803,BiA,14,JUN,Y8,B,C,87,86.7,Y14,Y16,X,G,70.4,Y20,39.62264151,77.07006369,52.72727273,69.32515337,39.3442623,61.67664671,58.65921788,51.44508671,37.5,49.64028777,54.48275862,78.10218978,MD,87.34177215,34.48275862,LP
806,StS,10,APR,Y7,A,M,82.6,75.2,Y13,Y15,X,G,78.16,Y20,33.96226415,59.23566879,57.57575758,60.73619632,52.45901639,72.45508982,72.06703911,75.72254335,80.35714286,82.73381295,87.5862069,76.64233577,72.72727273,74.6835443,68.96551724,BP
807,ShV,15,AUG,Y5,A,M,88.33,89.4,Y13,Y15,X,G,77.44,Y20,37.73584906,77.07006369,64.84848485,49.69325153,63.93442623,73.65269461,74.30167598,76.87861272,67.85714286,66.90647482,83.44827586,78.10218978,81.81818182,79.74683544,64.36781609,BP
809,PkB,12,MAR,Y6,A,M,87.8,83.2,Y13,Y15,X,G,66.31,Y20,66.03773585,82.1656051,61.21212121,80.36809816,57.37704918,76.04790419,63.12849162,56.06936416,64.28571429,72.6618705,83.44827586,57.66423358,65.27272727,79.74683544,52.87356322,BP
810,RaG,10,AUG,Y8,B,K,86,81.4,Y14,Y16,X,J,77.9,Y20,35.8490566,50.31847134,51.51515152,75.4601227,44.26229508,62.8742515,56.42458101,57.22543353,80.35714286,89.92805755,77.93103448,79.5620438,38.18181818,29.11392405,43.67816092,BP
811,AkR,18,SEP,Y7,A,S,85,81,Y13,Y15,X,G,62.32,Y20,84.90566038,88.53503185,90.3030303,63.19018405,63.93442623,80.83832335,56.42458101,79.19075145,55.35714286,76.97841727,61.37931034,70.80291971,74.54545455,82.27848101,68.96551724,MP
818,RaV,10,AUG,Y6,B,M,86,88.6,Y14,Y16,X,G,80.25,Y20,37.73584906,63.05732484,66.06060606,59.50920245,45.73770492,70.05988024,63.12849162,66.47398844,64.28571429,84.17266187,76.55172414,60.58394161,54.54545455,56.96202532,50.57471264,BP
819,LhS,13,JUN,Y6,A,M,89.2,86.6,Y13,Y15,X,G,69.11,Y20,45.28301887,66.87898089,66.06060606,59.50920245,60.6557377,72.45508982,66.48044693,75.72254335,94.64285714,87.05035971,88.96551724,94.16058394,61.81818182,54.43037975,57.47126437,BP
822,AhG,11,DEC,Y7,A,M,86.2,71.3,Y14,Y16,X,G,77.7,Y20,54.71698113,70.70063694,57.57575758,79.14110429,39.3442623,65.26946108,62.01117318,58.38150289,58.92857143,66.90647482,65.51724138,85.40145985,45.45454545,59.49367089,41.37931034,BP
